Komentar,cleaning,Case_Folding,Tokennisasi,Normalisasi,Stopwords,Steaming,text_clean
"Kasus ini jauh melebihi kasus dandy. Kenapa? Karena dalam kasus ini sudah berjalan 9 tahun, ada regenerasi, kegiatan kelompok yang ada rekrutmen dengan cara paksa, mulai dari penelanjangan, siksa (pukul, sundut rokok, bakar), ancaman bunuh keluarga, itu semua ga jauh dari ciri kartel narkoba  di Amerika Selatan. Jadi mereka ini kartel bully yang pantas dihukum dengan hukuman  tidak boleh sekolah lagi dan tidak boleh ada universitas dan perusahaan atau pemerintahan yang terima mereka  karena jika mereka kerja sudah pasti mereka akan korupsi, kolusi dan nepotisme untuk kepentingan kartel bully mereka. Jangan sensor nama dan wajahnya, nama dan wajah mereka harus tersimpan di jagat maya selamanya.",Kasus ini jauh melebihi kasus dandy Kenapa Karena dalam kasus ini sudah berjalan tahun ada regenerasi kegiatan kelompok yang ada rekrutmen dengan cara paksa mulai dari penelanjangan siksa pukul sundut rokok bakar ancaman bunuh keluarga itu semua ga jauh dari ciri kartel narkoba di Amerika Selatan Jadi mereka ini kartel bully yang pantas dihukum dengan hukuman tidak boleh sekolah lagi dan tidak boleh ada universitas dan perusahaan atau pemerintahan yang terima mereka karena jika mereka kerja sudah pasti mereka akan korupsi kolusi dan nepotisme untuk kepentingan kartel bully mereka Jangan sensor nama dan wajahnya nama dan wajah mereka harus tersimpan di jagat maya selamanya,kasus ini jauh melebihi kasus dandy kenapa karena dalam kasus ini sudah berjalan tahun ada regenerasi kegiatan kelompok yang ada rekrutmen dengan cara paksa mulai dari penelanjangan siksa pukul sundut rokok bakar ancaman bunuh keluarga itu semua ga jauh dari ciri kartel narkoba di amerika selatan jadi mereka ini kartel bully yang pantas dihukum dengan hukuman tidak boleh sekolah lagi dan tidak boleh ada universitas dan perusahaan atau pemerintahan yang terima mereka karena jika mereka kerja sudah pasti mereka akan korupsi kolusi dan nepotisme untuk kepentingan kartel bully mereka jangan sensor nama dan wajahnya nama dan wajah mereka harus tersimpan di jagat maya selamanya,"['kasus', 'ini', 'jauh', 'melebihi', 'kasus', 'dandy', 'kenapa', 'karena', 'dalam', 'kasus', 'ini', 'sudah', 'berjalan', 'tahun', 'ada', 'regenerasi', 'kegiatan', 'kelompok', 'yang', 'ada', 'rekrutmen', 'dengan', 'cara', 'paksa', 'mulai', 'dari', 'penelanjangan', 'siksa', 'pukul', 'sundut', 'rokok', 'bakar', 'ancaman', 'bunuh', 'keluarga', 'itu', 'semua', 'ga', 'jauh', 'dari', 'ciri', 'kartel', 'narkoba', 'di', 'amerika', 'selatan', 'jadi', 'mereka', 'ini', 'kartel', 'bully', 'yang', 'pantas', 'dihukum', 'dengan', 'hukuman', 'tidak', 'boleh', 'sekolah', 'lagi', 'dan', 'tidak', 'boleh', 'ada', 'universitas', 'dan', 'perusahaan', 'atau', 'pemerintahan', 'yang', 'terima', 'mereka', 'karena', 'jika', 'mereka', 'kerja', 'sudah', 'pasti', 'mereka', 'akan', 'korupsi', 'kolusi', 'dan', 'nepotisme', 'untuk', 'kepentingan', 'kartel', 'bully', 'mereka', 'jangan', 'sensor', 'nama', 'dan', 'wajahnya', 'nama', 'dan', 'wajah', 'mereka', 'harus', 'tersimpan', 'di', 'jagat', 'maya', 'selamanya']","['kasus', 'ini', 'jauh', 'melebihi', 'kasus', 'dandy', 'kenapa', 'karena', 'dalam', 'kasus', 'ini', 'sudah', 'berjalan', 'tahun', 'ada', 'regenerasi', 'kegiatan', 'kelompok', 'yang', 'ada', 'rekrutmen', 'dengan', 'cara', 'paksa', 'mulai', 'dari', 'penelanjangan', 'siksa', 'pukul', 'sundut', 'rokok', 'bakar', 'ancaman', 'bunuh', 'keluarga', 'itu', 'semua', 'enggak', 'jauh', 'dari', 'ciri', 'kartel', 'narkoba', 'di', 'amerika', 'selatan', 'jadi', 'mereka', 'ini', 'kartel', 'bully', 'yang', 'pantas', 'dihukum', 'dengan', 'hukuman', 'tidak', 'boleh', 'sekolah', 'lagi', 'dan', 'tidak', 'boleh', 'ada', 'universitas', 'dan', 'perusahaan', 'atau', 'pemerintahan', 'yang', 'terima', 'mereka', 'karena', 'jika', 'mereka', 'kerja', 'sudah', 'pasti', 'mereka', 'akan', 'korupsi', 'kolusi', 'dan', 'nepotisme', 'untuk', 'kepentingan', 'kartel', 'bully', 'mereka', 'jangan', 'sensor', 'nama', 'dan', 'wajahnya', 'nama', 'dan', 'wajah', 'mereka', 'harus', 'tersimpan', 'di', 'jagat', 'maya', 'selamanya']","['melebihi', 'dandy', 'berjalan', 'regenerasi', 'kegiatan', 'kelompok', 'rekrutmen', 'paksa', 'penelanjangan', 'siksa', 'sundut', 'rokok', 'bakar', 'ancaman', 'bunuh', 'keluarga', 'ciri', 'kartel', 'narkoba', 'amerika', 'selatan', 'kartel', 'bully', 'dihukum', 'hukuman', 'sekolah', 'universitas', 'perusahaan', 'pemerintahan', 'terima', 'kerja', 'korupsi', 'kolusi', 'nepotisme', 'kepentingan', 'kartel', 'bully', 'sensor', 'nama', 'wajahnya', 'nama', 'wajah', 'tersimpan', 'jagat', 'maya']","['lebih', 'dandy', 'jalan', 'regenerasi', 'giat', 'kelompok', 'rekrutmen', 'paksa', 'telanjang', 'siksa', 'sundut', 'rokok', 'bakar', 'ancam', 'bunuh', 'keluarga', 'ciri', 'kartel', 'narkoba', 'amerika', 'selatan', 'kartel', 'bully', 'hukum', 'hukum', 'sekolah', 'universitas', 'usaha', 'perintah', 'terima', 'kerja', 'korupsi', 'kolusi', 'nepotisme', 'penting', 'kartel', 'bully', 'sensor', 'nama', 'wajah', 'nama', 'wajah', 'simpan', 'jagat', 'maya']",lebih dandy jalan regenerasi giat kelompok rekrutmen paksa telanjang siksa sundut rokok bakar ancam bunuh keluarga ciri kartel narkoba amerika selatan kartel bully hukum hukum sekolah universitas usaha perintah terima kerja korupsi kolusi nepotisme penting kartel bully sensor nama wajah nama wajah simpan jagat maya
sekolah kudu brani buka suara woi...ato pengen dirush biar sepi murid?,sekolah kudu brani buka suara woi ato pengen dirush biar sepi murid,sekolah kudu brani buka suara woi ato pengen dirush biar sepi murid,"['sekolah', 'kudu', 'brani', 'buka', 'suara', 'woi', 'ato', 'pengen', 'dirush', 'biar', 'sepi', 'murid']","['sekolah', 'kudu', 'brani', 'buka', 'suara', 'woi', 'atau', 'pengen', 'dirush', 'biar', 'sepi', 'murid']","['sekolah', 'kudu', 'brani', 'buka', 'suara', 'woi', 'pengen', 'dirush', 'biar', 'sepi', 'murid']","['sekolah', 'kudu', 'brani', 'buka', 'suara', 'woi', 'ken', 'dirush', 'biar', 'sepi', 'murid']",sekolah kudu brani buka suara woi ken dirush biar sepi murid
Tangkap az semua Genk nya biar Pd jera 🔥,Tangkap az semua Genk nya biar Pd jera,tangkap az semua genk nya biar pd jera,"['tangkap', 'az', 'semua', 'genk', 'nya', 'biar', 'pd', 'jera']","['tangkap', 'az', 'semua', 'genk', 'nya', 'biar', 'percaya diri', 'jera']","['tangkap', 'az', 'genk', 'nya', 'biar', 'percaya diri', 'jera']","['tangkap', 'az', 'genk', 'nya', 'biar', 'percaya diri', 'jera']",tangkap az genk nya biar percaya diri jera
Weitzzz.. Skolahan anak hoyang kayah bgini nie.. 😂,Weitzz Skolahan anak hoyang kayah bgini nie,weitzz skolahan anak hoyang kayah bgini nie,"['weitzz', 'skolahan', 'anak', 'hoyang', 'kayah', 'bgini', 'nie']","['weitzz', 'skolahan', 'anak', 'hoyang', 'kayah', 'bgini', 'nie']","['weitzz', 'skolahan', 'anak', 'hoyang', 'kayah', 'bgini', 'nie']","['weitzz', 'skolahan', 'anak', 'hoyang', 'kayah', 'bgini', 'nie']",weitzz skolahan anak hoyang kayah bgini nie
Sekolah binus kelakuan minus upsss😂,Sekolah binus kelakuan minus upss,sekolah binus kelakuan minus upss,"['sekolah', 'binus', 'kelakuan', 'minus', 'upss']","['sekolah', 'binus', 'kelakuan', 'minus', 'upss']","['sekolah', 'binus', 'kelakuan', 'minus', 'upss']","['sekolah', 'bus', 'laku', 'minus', 'upss']",sekolah bus laku minus upss
Wajib disadarkan....stop bullying,Wajib disadarkan stop bullying,wajib disadarkan stop bullying,"['wajib', 'disadarkan', 'stop', 'bullying']","['wajib', 'disadarkan', 'stop', 'bullying']","['wajib', 'disadarkan', 'stop', 'bullying']","['wajib', 'sadar', 'stop', 'bullying']",wajib sadar stop bullying
@gaza_zein,zein,zein,['zein'],['zein'],['zein'],['zein'],zein
Usut tuntas,Usut tuntas,usut tuntas,"['usut', 'tuntas']","['usut', 'tuntas']","['usut', 'tuntas']","['usut', 'tuntas']",usut tuntas
gaya..pakai duit bpk nya aja belagu,gaya pakai duit bpk nya aja belagu,gaya pakai duit bpk nya aja belagu,"['gaya', 'pakai', 'duit', 'bpk', 'nya', 'aja', 'belagu']","['gaya', 'pakai', 'duit', 'bapak', 'nya', 'aja', 'sombong']","['gaya', 'pakai', 'duit', 'nya', 'aja', 'sombong']","['gaya', 'pakai', 'duit', 'nya', 'aja', 'sombong']",gaya pakai duit nya aja sombong
"Pasti anaknya pejabat yang donasi sekolah paling banyak, makanya sekolah diem2 bae...",Pasti anaknya pejabat yang donasi sekolah paling banyak makanya sekolah diem bae,pasti anaknya pejabat yang donasi sekolah paling banyak makanya sekolah diem bae,"['pasti', 'anaknya', 'pejabat', 'yang', 'donasi', 'sekolah', 'paling', 'banyak', 'makanya', 'sekolah', 'diem', 'bae']","['pasti', 'anaknya', 'pejabat', 'yang', 'donasi', 'sekolah', 'paling', 'banyak', 'makanya', 'sekolah', 'diem', 'bae']","['anaknya', 'pejabat', 'donasi', 'sekolah', 'sekolah', 'diem', 'bae']","['anak', 'jabat', 'donasi', 'sekolah', 'sekolah', 'diem', 'bae']",anak jabat donasi sekolah sekolah diem bae
"Kok aneh ya, disebut beberapa anak pejabat dan artis.. Tetapi hanya VR saja yang dipublikasikan.. Biar adil publikasikan juga pejabat yg anaknya pelaku bully ini.. Tidak adil untuk VR nya",Kok aneh ya disebut beberapa anak pejabat dan artis Tetapi hanya VR saja yang dipublikasikan Biar adil publikasikan juga pejabat yg anaknya pelaku bully ini Tidak adil untuk VR nya,kok aneh ya disebut beberapa anak pejabat dan artis tetapi hanya vr saja yang dipublikasikan biar adil publikasikan juga pejabat yg anaknya pelaku bully ini tidak adil untuk vr nya,"['kok', 'aneh', 'ya', 'disebut', 'beberapa', 'anak', 'pejabat', 'dan', 'artis', 'tetapi', 'hanya', 'vr', 'saja', 'yang', 'dipublikasikan', 'biar', 'adil', 'publikasikan', 'juga', 'pejabat', 'yg', 'anaknya', 'pelaku', 'bully', 'ini', 'tidak', 'adil', 'untuk', 'vr', 'nya']","['kok', 'aneh', 'ya', 'disebut', 'beberapa', 'anak', 'pejabat', 'dan', 'artis', 'tetapi', 'hanya', 'vr', 'saja', 'yang', 'dipublikasikan', 'biar', 'adil', 'publikasikan', 'juga', 'pejabat', 'yang', 'anaknya', 'pelaku', 'bully', 'ini', 'tidak', 'adil', 'untuk', 'vr', 'nya']","['aneh', 'ya', 'anak', 'pejabat', 'artis', 'vr', 'dipublikasikan', 'biar', 'adil', 'publikasikan', 'pejabat', 'anaknya', 'pelaku', 'bully', 'adil', 'vr', 'nya']","['aneh', 'ya', 'anak', 'jabat', 'artis', 'vr', 'publikasi', 'biar', 'adil', 'publikasi', 'jabat', 'anak', 'laku', 'bully', 'adil', 'vr', 'nya']",aneh ya anak jabat artis vr publikasi biar adil publikasi jabat anak laku bully adil vr nya
